participant_code,group,medical_experience,legal_experience,conlang_experience,native_english,item_id,topic,llm_answer,correct_answer,model_correct,llm_logit_difference
P102,control,0.0,0.0,0.0,1.0,Contracts_28,Contracts,B,B,1,-0.4795730802618863
P102,control,0.0,0.0,0.0,1.0,Contracts_29,Contracts,B,A,0,0.2047944126460128
P102,control,0.0,0.0,0.0,1.0,Contracts_3,Contracts,A,A,1,0.7672551527136672
P102,control,0.0,0.0,0.0,1.0,Contracts_30,Contracts,A,A,1,0.4054651081081642
P102,control,0.0,0.0,0.0,1.0,Contracts_36,Contracts,A,B,0,-0.6061358035703154
P102,control,0.0,0.0,0.0,1.0,Contracts_41,Contracts,A,A,1,0.6931471805599456
P102,control,0.0,0.0,0.0,1.0,Contracts_44,Contracts,B,B,1,-0.8472978603872034
P102,control,0.0,0.0,0.0,1.0,Contracts_49,Contracts,B,B,1,0.20479441264601297
P102,control,0.0,0.0,0.0,1.0,Contracts_61,Contracts,A,B,0,-1.0986122886681098
P102,control,0.0,0.0,0.0,1.0,Evidence_19,Evidence,A,A,1,0.2006706954621514
P102,control,0.0,0.0,0.0,1.0,Evidence_21,Evidence,B,A,0,0.2006706954621514
P102,control,0.0,0.0,0.0,1.0,Evidence_36,Evidence,B,B,1,1.533930359925955
P102,control,0.0,0.0,0.0,1.0,Evidence_37,Evidence,A,B,0,0.646627164925052
P102,control,0.0,0.0,0.0,1.0,Evidence_51,Evidence,A,A,1,0.2135741002980594
P102,control,0.0,0.0,0.0,1.0,Evidence_53,Evidence,B,A,0,0.4054651081081642
P102,control,0.0,0.0,0.0,1.0,Evidence_54,Evidence,B,B,1,0.9808292530117266
P102,control,0.0,0.0,0.0,1.0,Evidence_58,Evidence,A,A,1,0.0
P102,control,0.0,0.0,0.0,1.0,Evidence_61,Evidence,B,B,1,0.0
P102,control,0.0,0.0,0.0,1.0,Evidence_64,Evidence,B,B,1,0.6190392084062236
P102,control,0.0,0.0,0.0,1.0,Evidence_69,Evidence,A,A,1,-0.8109302162163285
P102,control,0.0,0.0,0.0,1.0,Evidence_9,Evidence,B,B,1,1.0986122886681098
P102,control,0.0,0.0,0.0,1.0,Surgery_15,Surgery,B,B,1,1.299282984130261
P102,control,0.0,0.0,0.0,1.0,Surgery_152,Surgery,A,A,1,2.325399770760216
P102,control,0.0,0.0,0.0,1.0,Surgery_225,Surgery,B,B,1,1.3291359472799422
P102,control,0.0,0.0,0.0,1.0,Surgery_229,Surgery,A,A,1,0.966588055334158
P102,control,0.0,0.0,0.0,1.0,Surgery_249,Surgery,B,B,1,1.3862943611198908
P102,control,0.0,0.0,0.0,1.0,Surgery_25,Surgery,B,B,1,0.8979415932059583
P102,control,0.0,0.0,0.0,1.0,Surgery_265,Surgery,A,B,0,1.024504316514388
P102,control,0.0,0.0,0.0,1.0,Surgery_280,Surgery,B,B,1,-0.8109302162163285
P102,control,0.0,0.0,0.0,1.0,Surgery_283_flipped,Surgery,B,A,0,1.3291359472799422
P102,control,0.0,0.0,0.0,1.0,Surgery_50,Surgery,B,A,0,1.7917594692280558
P102,control,0.0,0.0,0.0,1.0,Surgery_62,Surgery,A,A,1,1.0986122886681098
P102,control,0.0,0.0,0.0,1.0,Surgery_84,Surgery,A,A,1,0.0
P102,control,0.0,0.0,0.0,1.0,jbo_111,jbo,A,A,1,0.0
P102,control,0.0,0.0,0.0,1.0,jbo_12,jbo,A,A,1,0.6190392084062236
P102,control,0.0,0.0,0.0,1.0,jbo_26,jbo,B,A,0,-0.4054651081081643
P102,control,0.0,0.0,0.0,1.0,jbo_30,jbo,A,A,1,1.0986122886681098
P102,control,0.0,0.0,0.0,1.0,jbo_39,jbo,A,B,0,1.0986122886681098
P102,control,0.0,0.0,0.0,1.0,jbo_44,jbo,A,A,1,0.8472978603872034
P102,control,0.0,0.0,0.0,1.0,jbo_45,jbo,B,B,1,1.0986122886681098
P102,control,0.0,0.0,0.0,1.0,jbo_47,jbo,B,B,1,0.4054651081081642
P102,control,0.0,0.0,0.0,1.0,jbo_54,jbo,A,A,1,0.6190392084062236
P102,control,0.0,0.0,0.0,1.0,jbo_55,jbo,B,B,1,-0.4054651081081643
P102,control,0.0,0.0,0.0,1.0,jbo_63,jbo,B,B,1,0.2006706954621514
P102,control,0.0,0.0,0.0,1.0,jbo_71,jbo,A,B,0,1.0986122886681098
P103,control,0.0,0.0,0.0,0.0,Contracts_13,Contracts,A,A,1,3.208825489014698
P103,control,0.0,0.0,0.0,0.0,Contracts_20,Contracts,A,A,1,4.33073334028633
P103,control,0.0,0.0,0.0,0.0,Contracts_27,Contracts,B,B,1,3.7478219897473855
P103,control,0.0,0.0,0.0,0.0,Contracts_28,Contracts,B,B,1,1.650680870968149
P103,control,0.0,0.0,0.0,0.0,Contracts_29,Contracts,B,A,0,4.105571624815883
P103,control,0.0,0.0,0.0,0.0,Contracts_3,Contracts,A,A,1,4.189654742026424
P103,control,0.0,0.0,0.0,0.0,Contracts_30,Contracts,A,A,1,3.208825489014698
P103,control,0.0,0.0,0.0,0.0,Contracts_36,Contracts,A,B,0,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,Contracts_41,Contracts,A,A,1,4.189654742026424
P103,control,0.0,0.0,0.0,0.0,Contracts_44,Contracts,B,B,1,3.0787723607665
P103,control,0.0,0.0,0.0,0.0,Contracts_49,Contracts,B,B,1,3.7478219897473855
P103,control,0.0,0.0,0.0,0.0,Contracts_61,Contracts,A,B,0,3.7478219897473855
P103,control,0.0,0.0,0.0,0.0,Evidence_19,Evidence,A,A,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,Evidence_21,Evidence,B,A,0,3.7478219897473855
P103,control,0.0,0.0,0.0,0.0,Evidence_36,Evidence,B,B,1,-1.3499267169490166
P103,control,0.0,0.0,0.0,0.0,Evidence_37,Evidence,A,B,0,1.3499267169490166
P103,control,0.0,0.0,0.0,0.0,Evidence_51,Evidence,A,A,1,3.7478219897473855
P103,control,0.0,0.0,0.0,0.0,Evidence_53,Evidence,B,A,0,3.7478219897473855
P103,control,0.0,0.0,0.0,0.0,Evidence_54,Evidence,B,B,1,3.208825489014698
P103,control,0.0,0.0,0.0,0.0,Evidence_58,Evidence,A,A,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,Evidence_61,Evidence,B,B,1,4.189654742026424
P103,control,0.0,0.0,0.0,0.0,Evidence_64,Evidence,B,B,1,2.0971411187792364
P103,control,0.0,0.0,0.0,0.0,Evidence_69,Evidence,A,A,1,3.208825489014698
P103,control,0.0,0.0,0.0,0.0,Evidence_9,Evidence,B,B,1,5.98141421125448
P103,control,0.0,0.0,0.0,0.0,Surgery_15,Surgery,B,B,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,Surgery_152,Surgery,A,A,1,4.189654742026424
P103,control,0.0,0.0,0.0,0.0,Surgery_225,Surgery,B,B,1,3.7478219897473855
P103,control,0.0,0.0,0.0,0.0,Surgery_229,Surgery,A,A,1,4.189654742026424
P103,control,0.0,0.0,0.0,0.0,Surgery_249,Surgery,B,B,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,Surgery_25,Surgery,B,B,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,Surgery_265,Surgery,A,B,0,2.94443897916644
P103,control,0.0,0.0,0.0,0.0,Surgery_280,Surgery,B,B,1,4.189654742026424
P103,control,0.0,0.0,0.0,0.0,Surgery_283_flipped,Surgery,B,A,0,2.19722457733622
P103,control,0.0,0.0,0.0,0.0,Surgery_50,Surgery,B,A,0,3.7478219897473855
P103,control,0.0,0.0,0.0,0.0,Surgery_62,Surgery,A,A,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,Surgery_84,Surgery,A,A,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,jbo_111,jbo,A,A,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,jbo_12,jbo,A,A,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,jbo_26,jbo,B,A,0,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,jbo_30,jbo,A,A,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,jbo_39,jbo,A,B,0,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,jbo_44,jbo,A,A,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,jbo_45,jbo,B,B,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,jbo_47,jbo,B,B,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,jbo_54,jbo,A,A,1,2.94443897916644
P103,control,0.0,0.0,0.0,0.0,jbo_55,jbo,B,B,1,-0.8472978603872034
P103,control,0.0,0.0,0.0,0.0,jbo_63,jbo,B,B,1,4.595119850134589
P103,control,0.0,0.0,0.0,0.0,jbo_71,jbo,A,B,0,4.595119850134589
P104,intervention,0.0,0.0,1.0,1.0,Contracts_13,Contracts,A,A,1,4.394449154672437
P104,intervention,0.0,0.0,1.0,1.0,Contracts_20,Contracts,A,A,1,2.397895272798371
